Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision
28-764-3337,43.0,Male,Middle,Divorced,Bachelor's,Middle,RENSHAN,Electronics,$175.65 ,11.0, Mixed ,4.0,3.0,,Low,Not Sensitive,1.0,7.0,None,Tablet,Other,12/8/2024,False,True,Wants-based,Express,8.0
00-285-9607,44.0,Genderfluid,Middle,Married,Bachelor's,Middle,Sobinka,Clothing,$491.49 ,10.0,Mixed,1.0,,0.0,Low,Somewhat Sensitive,2.0,7.0,None,Desktop,PayPal,5/28/2024,False,False,Planned,Standard,1.0
04-832-3559,26.0,Male,Middle,Widowed,Bachelor's,Middle,Narol,Beauty & Personal Care,$88.40 ,5.0,In-Store,5.0,2.0,0.0,Medium,Not Sensitive,0.0,4.0,Medium,Desktop,Cash,5/26/2024,True,False,Need-based,No Preference,
27-613-5005,29.0,Male,Middle,Widowed,Master's,High,Fresno,OFFICE SUPPLIES,$430.90 ,8.0,Online,4.0,5.0,1.0,High,Not Sensitive,0.0,,None,Tablet,Credit Card,6/6/2024,False,False,Wants-based,Standard,11.0
49-825-3438,50.0,Male,High,Widowed,High School,HIGH,Vabalninkas,Mobile Accessories, $435.23  ,2.0,In-Store,2.0,4.0,0.0,None,Somewhat Sensitive,2.0,2.0,Medium,Smartphone,Cash,2/27/2024,False,True,Impulsive,Express,13.0
31-783-9785,19.0,Female,High,Divorced,Master's,Middle,Jambuwerkrajan,Toys & Games,$218.65 ,3.0,Online,4.0,2.0,2.0,Low,Very Sensitive,0.0,9.0,Medium,Smartphone,Credit Card,7/17/2024,True,True,Impulsive,Standard,4.0
58-059-8187,,Male,High,Widowed,High School,Middle,ozubulu,Health Supplements,$207.66 ,10.0,In-Store,2.0,3.0,1.0,High,Very Sensitive,2.0,2.0,Medium,Desktop,Other,7/8/2024,False,True,Wants-based,Standard,8.0
74-882-6648,$34.0,Female,High,Married,High School, High ,Nakhchivan,Arts & Crafts,$141.09 ,7.0,In-Store,3.0,4.0,0.0,High,Very Sensitive,2.0,3.0,High,desktop,Debit Card,6/19/2024,False,True,Wants-based,Express,1.0
03-180-9200,39.0,Male,High,divorced,Bachelor'S,Middle,CURUMANÍ,Packages),$142.70 ,6.00,In-Store,,null,1.0,None,very sensitive,0.0,,NONE,Desktop, Credit Card ,5/17/2024,False,True,impulsive,No Preference,11.0
46-578-1425,,Male,High,Divorced,Master's,High,Praia,animal feed, $64.09  ,10.0,Online,5.0,5.0,0.0,None,Somewhat Sensitive,,6.0,Low,Desktop,CREDIT CARD,10/20/2024,True,False,Need-based,Express,7.0
13-588-5783,20.0,Female,Middle,Married,high school, Middle ,São Cristóvão,Toys & Games,$126.26 ,2.0,Online,4.0,5.0,,None,Somewhat Sensitive,1.0,6.0,None,SMARTPHONE,Debit Card,9/19/2024,True,False, Planned ,Standard,13.0
25-085-7917,42.0,Female,Middle,Single,High School,High,Pallisa,Hotels,$195.05 ,,In-Store,2.0,1.0,,Medium,Not Sensitive,0.0,10.0,High,Smartphone,Other,5/21/2024,True,False,Impulsive,No Preference,11.0
66-085-1226,22.0,Female,Middle,Married,Master's,High,San Pascual,Groceries,$432.84 ,7.0,Mixed,4.0,5.0,2.0,High,Very Sensitive,,1.0,High,Tablet,Debit Card,2/5/2024,False,False,Wants-based,No Preference,4.0
37-037-1765,30.0,Male,High,Married,Bachelor's,Middle,‘Aşīrah ash Shamālīyah, Jewelry & Accessories ,$404.12 ,6.0,In-Store,1.0,3.0,1.0,High,Very Sensitive,,4.0,Low,Smartphone,Debit Card,2/29/2024,False,False,Impulsive,Express,
48-630-6410,39.0,Male, High ,Divorced,Master's,High,Dom Pedrito,Groceries,$438.26 ,10.0,In-Store,3.0,4.0,1.0,None,Somewhat Sensitive,1.0,3.0,Medium,Smartphone,Debit Card,7/4/2024,True,False,Planned,Express,$10.0
50-471-0212,19.0,Female,High,Single,Bachelor's,High,San Sebastián de Yalí,Jewelry & Accessories,$233.02 ,4.0,Mixed,3.0,3.0,1.0,Medium,Not Sensitive,0.0,,Medium,Smartphone,Cash,10/29/2024,False,False,Impulsive,Standard,8.0
48-642-5768,26.0,Female,Middle,Widowed,Bachelor's,Middle,Shchëkino,Packages),$273.41 ,,Online,3.0,,2.0,Low,Very Sensitive,0.0,9.0,Medium,Tablet,Other,10/17/2024,True,False,Planned,Standard,2.0
15-152-9751,21.0,Female,high,Married,High School, Middle ,TURKESTAN,Furniture, $338.96  ,10.0,Online,1.0,4.0,2.0,high,Somewhat Sensitive,1.0,N/A, High ,Desktop,Debit Card,11/4/2024,True,True,WANTS-BASED,Standard,
23-451-9920,37.0,Male,Middle,DIVORCED,Master's,HIGH,rzeczenica,luxury goods,$75.91 ,$12.0,Mixed,3.0,5.0,2.0,Low,VERY SENSITIVE,0.0,6.0,None,desktop,PayPal,11/21/2024,True,True,Planned,No Preference,"1.0,00"
09-775-4058,23.0,MALE,High,Married,High School,High,Perzów,Mobile Accessories,$425.21 ,12.0,Online,2.0,4.0,2.0,Low,Somewhat Sensitive,0.0,4.0,High,Desktop,Other,3/25/2024,True,True,Planned,Express,12.0
43-595-0966,46.0,Male,Middle,Married,Master's,Middle,Sabon Gari-Nangere,Software & Apps,$268.80 ,2.0,In-Store,1.0,3.0,0.0,High,Very Sensitive,1.0,7.0,None,Desktop,Debit Card,4/20/2024,False,False,Need-based,Standard,12.0
56-592-0089,,Female,MIDDLE,Divorced,Master's,HIGH,hengshui,Health Care,$170.71 ,10.0,Mixed,5.0,,0.0,Low,Somewhat Sensitive,1.0,9.0,Low,Desktop,Credit Card,4/14/2024,True,True,Planned,No Preference,7.0
29-374-1297,33.0,Non-binary,Middle,Widowed,HIGH SCHOOL,Middle,Nantes,Animal Feed,$444.05 ,10.0,Online,,,0.0,Low,Not Sensitive,1.0,8.0,Medium,Desktop,PayPal,6/4/2024,True,True, Wants-based ,Standard,8.0
80-728-6133,,Male,MIDDLE,Divorced,High School,middle,Tamorot,Gardening & Outdoors,$255.10 ,5.0,Mixed,5.0,1.0,,High,Very Sensitive,1.0,1.0,Low,Desktop,PayPal,1/28/2024,True,False,Planned,No Preference,$14.0
58-502-7490,32.0,Male,High,Widowed,Bachelor's,High,SINCHAO,Health Supplements,$236.44 ,6.0,Mixed,,4.0,0.0,Medium,Very Sensitive,2.0,2.0,None,smartphone,PAYPAL,5/15/2024,False,False,Impulsive,Standard,6.0
23-537-0742,,Male,Middle,Widowed,Bachelor's,High,Anding,Furniture,$201.69 ,11.0,Mixed,4.0,5.0,0.0,High,Very Sensitive,2.0,8.0,Low,Tablet,OTHER,7/19/2024,True,False,Planned,No Preference,3.0
22-483-3115,,Female,High,Single,Bachelor's,Middle,Rukem,Arts & Crafts,$390.51 ,6.0,Online,3.0,,,Medium,Very Sensitive,0.0,2.0,High,Desktop,Cash,4/15/2024,False,False,Wants-based,Express,6.0
57-372-5969,null,Non-binary,High,Divorced,Master's,High,Bogovarovo,Clothing,$442.29 ,9.0,Mixed,1.0,,0.0,Medium,Somewhat Sensitive,1.0,2.0,Low,Tablet,PayPal,9/11/2024,False,False,Planned,Express,"13.0,00"
37-283-9076,18.0,Female,Middle,Single,High School,High,Valbo,Furniture,$89.60 ,7.0,In-Store,5.0,,2.0,None,Not Sensitive,1.0,,Low,Desktop,CASH,3/10/2024,False,False, Planned ,Standard,8.0
39-075-3518,27.0,Male,Middle,Widowed,High School,High,Jaguaruana,Sports & Outdoors,$166.74 ,,Mixed,2.0,5.0,0.0,High,Not Sensitive,0.0,6.0,Low,Desktop,Other,1/14/2024,False,False,Impulsive,No Preference,1.0
84-315-7189,29.0,Female,HIGH,Married,Bachelor's,Middle,Ţāqchah Khānah,Mobile Accessories,$299.28 ,12.0,Mixed,4.0,5.0,1.0,High,Somewhat Sensitive,0.0,9.0,High,Smartphone,Debit Card,5/29/2024,False,False,Wants-based,Standard,3.0
75-964-5589,24.0,Male,High,widowed,Master's,High,Lipovci,Sports & Outdoors,$404.57 ,5.0,Mixed,4.0,3.0,0.0,Medium,Not Sensitive,2.0,7.0,None,smartphone,Debit Card,8/31/2024,False,True,Need-based,Express,
06-594-3417,27.0,Male,High,Single,Bachelor's,High,Panagyurishte,Software & Apps,$344.81 ,10.0,In-Store,3.0,1.0,,Low,Somewhat Sensitive,1.0,9.0,High,Desktop,Other,12/23/2024,True,True,Wants-based,Express,14.0
08-297-3351,34.0,Male,High,Single,Master's,High,Thị Trấn Than Uyên,Health Care,$217.84 ,10.0,Online,2.0,2.0,2.0,None,Very Sensitive,,8.0,High,Tablet,Cash,1/16/2024,True,True,Wants-based,Standard,$11.0
05-546-5128,21.0,Male,Middle,Divorced,Bachelor's,Middle,Clichy,Sports & Outdoors,$445.34 ,9.0,In-Store,5.0,,1.0,Low,Somewhat Sensitive,1.0,3.0,High,Tablet,Cash,3/4/2024,True,True,Impulsive,No Preference,N/A
79-759-6726,18.0,Male,High, Widowed ,High School,High,Kłoczew,Home Appliances,$151.73 ,3.0,In-Store,2.0,4.0,,Medium,Very Sensitive,1.0,3.0,None,Smartphone,Other,9/24/2024,False,True,Wants-based,Express,
12-851-1771,null,Bigender,High,Married,High School,High,Zhukovo,Electronics,$123.73 ,,Online,1.0,4.0,0.0,High,Not Sensitive,2.0,5.0,High,Smartphone,Credit Card,10/7/2024,False,True,Need-based,No Preference,10.0
79-960-1714,31.0,Male,Middle,Single,Master's,High,Nyköping,Travel & Leisure (Flights,$370.54 ,2.0,In-Store,3.0,3.0,0.0,Low,Very Sensitive,1.0,9.0,Low,Smartphone,Credit Card,3/25/2024,True,False,Impulsive,No Preference,null
30-417-6981,45.0, Male ,High,Married, Master's ,High,Jianmin,Baby Products,$152.87 ,3.0,In-Store,1.0,5.0,2.0,High,Very Sensitive,1.0,8.0,None,Tablet,Debit Card,8/20/2024,False,False,impulsive,Express,"11.0,00"
91-532-5399,29.0,Male,Middle,Single,Master's,middle,Bucaramanga,Health Supplements, $295.75  ,4.0,Mixed,1.0,1.0,,High,Somewhat Sensitive,1.0,null,Low,tablet,Credit Card,12/7/2024,True,True,Need-based,Standard,8.0
89-997-9041,36.0,Male,High,Widowed,High School,Middle,Kudanding,Office Supplies,$358.11 ,11.0,Mixed,5.0,1.0,0.0,high,Very Sensitive,0.0,,High,Desktop,Credit Card,9/3/2024,False,False,Need-based,Standard,11.0
26-235-6745,27.0,Female,High,Widowed,Master's,High,Kyoto,Jewelry & Accessories,$63.60 ,12.0,Mixed,5.0,$1.0,,High,Not Sensitive,2.0,1.0,None,Desktop,PayPal,2/9/2024,False,True,Wants-based,No Preference,6.0
 99-080-9462 ,N/A,Male,HIGH,Single,High School,middle,Saraburi,Books, $419.53  ,3.0,Mixed,1.0,5.0,2.0,High,Not Sensitive,2.0,10.0,Medium,Tablet,Other,3/27/2024,False,False,Wants-based,Express,
87-056-8987,49.0,Agender,High,Widowed,High School,Middle,Negeriagung, Groceries ,$491.92 ,10.0,In-Store,5.00,3.0,0.0,Medium,Very Sensitive,1.0,1.0,Low,Desktop,CREDIT CARD,12/29/2024,False,False,Wants-based,Standard,2.00
06-160-8063,21.0,Bigender,Middle,Divorced,High School,High,Latacunga,Sports & Outdoors,$114.44 ,4.0,Online,5.0,3.0,2.0,Low,NOT SENSITIVE,1.0,9.0,None,DESKTOP,Credit Card,10/20/2024,False,False,Planned,Express,
73-434-2308,19.0,female,Middle,Married,Master's,High,Guanzhou,Mobile Accessories,$388.82 ,10.0, Mixed ,,3.0,0.0,LOW,VERY SENSITIVE,0.0,8.0,Low,desktop, Other ,9/3/2024,False,False,Need-based,No Preference,$6.0
84-260-6464,N/A,Female,Middle,Married,Bachelor's,High,Tabuc Pontevedra,Mobile Accessories,$58.32 ,7.0,In-Store,1.0,5.0,0.0,Low,Not Sensitive,1.0,6.0,Low,Smartphone, PayPal ,3/13/2024,True,True,Need-based,Standard,8.0
00-149-4481,28.0,Female,High,Divorced,Master'S,High,Kabale,Groceries,$464.76 ,2.0,Mixed,,1.0,0.0,low,Very Sensitive,0.0,3.0,LOW,Desktop,Debit Card,2/4/2024,False,True,NEED-BASED,No Preference,3.0
05-710-6109,27.0,Female,High,Divorced,Master's,High,Malveira,Home Appliances,$116.92 ,null,Mixed,2.0,3.0,2.0,None,VERY SENSITIVE,2.0,3.0,Low,Desktop,Debit Card,3/31/2024,True,False,Impulsive,No Preference,14.0
84-724-8407,47.0,Female,High, Divorced ,Bachelor's,Middle,Veiga,Jewelry & Accessories,$396.76 ,8.0,Online,3.0,$3.0,,None,Very Sensitive,2.0,,High, Tablet ,Cash,7/17/2024,True,True,Planned,Express,8.0
45-795-1873,20.0,Agender,High,Widowed,Master's,Middle,Jagistay,Packages),$393.35 ,7.0,Mixed,3.0,4.0,2.0,High,Not Sensitive,0.0,4.0,High,Tablet,Credit Card,6/16/2024,True,True,Need-based,No Preference,
06-647-3248,26.0,FEMALE,high,Single,Master's,High,Yuannan,Electronics,$114.03 ,7.0,Mixed,4.0,3.0,,Medium,Not Sensitive,1.0,,High,Tablet,Credit Card,4/13/2024,True,True,Planned,No Preference,6.0
06-767-5206,"49.0,00",Male,High,Single,Bachelor's,Middle,Mount Darwin,Health Supplements,$109.97 ,,In-Store,4.0,4.0,1.0,None,Very Sensitive,1.0,5.0,None,Tablet,Credit Card,8/12/2024,True,False,Wants-based,No Preference,1.0
94-288-4423,39.0,Female, High ,Widowed,Master's,High,Qal‘eh-ye Khvājeh,Beauty & Personal Care,$310.23 ,,In-Store,1.0,null,0.0,None,Somewhat Sensitive,0.0,6.0,None,Desktop,Paypal,12/17/2024,True,False,Impulsive,Express,3.0
49-891-9711,22.0,Male,Middle,Divorced,Master's,Middle,Veiga,Travel & Leisure (Flights,$383.13 ,,Mixed,4.0,5.0,0.0,Medium,Not Sensitive,2.0,6.0,None,Desktop,Cash,9/25/2024,False,False,Need-based,No Preference,7.0
08-806-0588,25.0,Male,High,Single,High School,Middle,Al Qarārah,Health Supplements,$434.86 ,11.0,In-Store,2.0,5.0,2.0,High,Somewhat Sensitive,0.0,4.0,Medium,Smartphone,Other,6/24/2024,True,False,Impulsive, Express ,11.0
94-746-2001,30.0,Female,Middle,Married,Bachelor's,Middle,fandriana,office supplies,$489.10 ,9.0,Mixed,,,1.0,Low,Somewhat Sensitive,2.0,4.0,Medium,SMARTPHONE,Credit Card,11/18/2024,True,False,Need-based,Standard,13.0
38-943-5744,19.0,Polygender,high,Married,Bachelor's,High,CARREGUEIRA,Jewelry & Accessories,$288.15 ,$3.0,Online,N/A,4.0,$1.0,High,Somewhat Sensitive,1.0,4.0,Medium,Tablet,Cash,8/6/2024,True,False,Impulsive,Standard,$13.0
98-535-8497,35.0,Male,High,Divorced,Master's,Middle,Lincheng,Clothing,$105.87 ,12.0,Mixed,3.0,2.0,1.0,Low,not sensitive,1.0,,Medium,Tablet,Cash,9/15/2024,False,False,Planned,Express,4.0
33-243-8793,,Male,Middle,Widowed,High School,High, Semenivka ,Luxury Goods,$163.40 ,3.0,In-Store,3.0,5.0,1.0,High,Somewhat Sensitive,2.0,10.0,High,Desktop,CASH,7/8/2024,True,False,Planned,Standard,7.0
99-581-5577,20.0,Male,High,Single,high school,High,Yläne,Gardening & Outdoors,$422.92 ,6.0,Mixed,4.0,1.0,,None,Somewhat Sensitive,0.0,6.0,LOW,Desktop,Debit Card,10/17/2024,False,True,Planned,No Preference,
64-180-2404,48.0,Male,Middle,Divorced, High School ,High,Cendagah,Gardening & Outdoors,$361.48 ,10.0,Online,,4.0,1.0,Medium,Somewhat Sensitive,2.0,9.0,High,Tablet,Cash,6/16/2024,True,True,Wants-Based,express,13.0
73-097-0986,23.0,Male,Middle,single,Master's, High ,Fīrūzābād,Hotels,$270.82 ,2.0,In-Store,,2.0,0.0,None,somewhat sensitive,N/A,8.0,Low,Tablet,Other,10/30/2024,True,False,Wants-based,Standard,13.0
88-051-0567,49.0,Female,High,Widowed,High School,High,Trondheim,Toys & Games,$372.26 ,11.0,In-Store,,5.0,, None ,Very Sensitive,1.0,$8.0,High,Smartphone,PayPal,8/13/2024,False,True,Wants-based,EXPRESS,6.0
44-715-9594,23.0,Female,Middle,Widowed,Bachelor's,High,Yakovlevo,Electronics,$208.59 ,3.0,Mixed,1.0,,2.0,Medium,Somewhat Sensitive,0.0,4.0,None,Desktop,PayPal,9/3/2024,True,False,Impulsive,Express,1.0
84-188-6577,39.0,Male,Middle,Widowed,High School,HIGH,katav-ivanovsk,GARDENING & OUTDOORS,$163.22 ,,Online,5.0,3.0,0.0,High,somewhat sensitive,1.0,3.0,None,Smartphone,PayPal,7/1/2024,False,True,Wants-based,No Preference,8.0
19-116-4723,45.0,Male,High,Married,High School,High,Voznesenskoye,Animal Feed,$364.98 ,7.0,In-Store,$4.0,1.0,0.0,Low,very sensitive,0.0,1.0,None,Desktop,Cash,5/11/2024,True,False,Wants-based,Standard,8.0
21-783-9242,31.0,Genderqueer,High,Divorced,Master's,High,voskhod,Groceries,$142.43 ,3.0,In-Store,2.0,5.0,2.0,High,Very Sensitive,1.0,,None,Desktop,PayPal,9/28/2024,True,False,Planned,EXPRESS,8.0
 95-528-2313 ,19.0,FEMALE,Middle,Married,Bachelor's,High,Gudja,Electronics,$449.72 ,3.0,Mixed,3.0,3.0,0.0, High ,somewhat sensitive,,9.0,None,Smartphone,Other,2/18/2024,True,True,Wants-based,Express,3.0
94-682-4886,27.0,Male,Middle,Single,Bachelor's,High,Gawul,Gardening & Outdoors,$241.56 ,12.0,Mixed,3.0,2.0,,High,Not Sensitive,0.0,5.0,High,Tablet,PayPal,11/28/2024,True,False,Need-based,express,2.0
55-944-9669,32.0,Bigender,Middle,Divorced,Master's,High,Sobeok,Clothing,$249.73 ,5.0,mixed,1.0,4.0,2.0,low,Very Sensitive,1.0,4.0,Low,DESKTOP,Cash,11/15/2024,True,False,Wants-based,No Preference,1.0
32-314-2958,,male, Middle ,Married,Master's,High,Nanhuang,Home Appliances, $437.30  ,7.0,Mixed,2.0,4.0,0.0,High,Somewhat Sensitive,0.0,7.0,None,Tablet,Cash,7/24/2024,True,True,Impulsive,No Preference,1.0
67-697-2331,22.0,Male,middle,Married,Master's,High,Tanudan,Groceries, $277.29  ,4.0,Mixed,1.0,4.0,1.0,None,Somewhat Sensitive,2.0,8.0,Low,Smartphone,Credit Card,1/27/2024,True,True,Wants-based,No Preference,4.0
28-855-1639,46.0,Male,High,Single,High School,middle,Jiaozuo,Electronics,$445.93 ,6.0,Online,,N/A,null,High,Somewhat Sensitive,2.0,4.0,High,smartphone,Debit Card,5/15/2024,False,True,Need-based,No Preference,13.0
38-069-8615,37.0,Female, Middle ,Married, Bachelor's ,Middle,Takāb,Software & Apps,$242.79 ,6.0,Mixed,2.0,4.0,0.0,High,Somewhat Sensitive,1.0,7.0,None,Smartphone, Other ,1/20/2024,True,False,IMPULSIVE,Express,7.0
 58-233-5963 ,34.0,male,High,Single,Bachelor'S,High,Gualeguay,Travel & Leisure (Flights,$393.09 ,8.0,Online,5.0,3.0,2.0,Medium,Somewhat Sensitive,0.0,3.0,MEDIUM,Tablet,Cash,4/11/2024,False,True,planned,Standard,
02-004-0620,32.0,Male,Middle,Single,Master's,High,Lagoa Seca,Groceries,$167.61 ,2.0,Online,3.0,5.0,1.0,None,Not Sensitive,2.0,,Low,desktop,Other,11/10/2024,True,False,Need-based, No Preference ,
78-822-9328,44.0,MALE,High,Divorced,High School,Middle,Bugarama,Gardening & Outdoors,$324.22 ,2.0,In-Store,4.0,2.0,0.00,None,Somewhat Sensitive,1.0,6.0,Medium,Desktop,Paypal,4/18/2024,False,False,Wants-based,Express,
73-359-1998,24.0,female,Middle,Divorced,Bachelor'S,Middle,Dicamay,Mobile Accessories,$159.30 ,11.0,Mixed,5.0,4.0,0.0,Medium,Somewhat Sensitive,0.0,6.0,HIGH,Tablet,PayPal,4/24/2024,False,True,impulsive,Express,2.0
84-459-7736,,Genderqueer,Middle,WIDOWED, Master's , Middle ,Xiluodu,Luxury Goods,$324.39 ,5.0,Online,2.0,2.0,0.0,High,VERY SENSITIVE,1.0,, Medium ,desktop,PayPal,11/19/2024,True,False,NEED-BASED,EXPRESS,1.0
07-395-5818,37.0,Agender,HIGH,Single,High School,High,Ḩabābah,Clothing,$198.89 ,2.0,In-Store,N/A,2.0,0.0,High,Not Sensitive,0.0,4.0,Low,Tablet,Credit Card,1/12/2024,False,False,Impulsive,Standard,1.0
07-560-6637,41.0, Female ,Middle,Divorced,Master's,High,Lobuk,Clothing,$287.18 ,,In-Store,,5.0,,None,Not Sensitive,0.0,1.0,None,Tablet,debit card,3/11/2024,True,False,Planned,No Preference,8.0
61-926-1691,32.0,Male,High,Divorced, High School ,Middle,Waiwukak,Office Supplies,$162.24 ,7.0,IN-STORE,5.0,$3.0,1.0,None,Very Sensitive,2.0,,LOW,Smartphone,Paypal,10/11/2024,False,False,wants-based,Express,7.0
68-129-1060,,Female,High,DIVORCED,Bachelor'S,High,Abaeté,Arts & Crafts,$92.97 ,6.0,In-Store,5.0,5.0,,Medium,Very Sensitive,0.0,7.0,Low,Desktop,Other,12/15/2024,False,True,IMPULSIVE,Standard,N/A
04-052-5592,41.0,Male,Middle,Widowed,High School,Middle,Xiaqiao,Food & Beverages,$144.39 ,12.0,In-Store,5.0,3.0,2.0,High,Very Sensitive,0.0,4.0,Low,Desktop,Cash,6/11/2024,True,True,Impulsive,Standard,$12.0
41-215-6092,37.0,Female,High,Single,High School, High ,Zubūbah,Books,$253.37 ,12.0,In-Store,2.0,5.0,0.0,None,Very Sensitive,0.0,9.0,Low,Tablet,Credit Card,5/8/2024,False,True, Planned ,Express,6.0
89-833-7175,43.0,Male,Middle,widowed,High School,High,Kęsowo,Animal Feed,$209.62 ,12.0,Mixed,1.0,2.0,1.0,Medium,VERY SENSITIVE,0.0,7.0,Medium,Tablet,other,10/12/2024,True,False,Planned,Standard,9.0
08-117-9893,49.0,Male,High, Single ,High School,Middle,Colombo,Baby Products,$411.62 ,6.0, Mixed ,2.0,1.0,0.00,Medium,SOMEWHAT SENSITIVE,,7.0,Medium,Tablet,PayPal,10/5/2024,True,False,Wants-based,Express,
24-109-2173,27.0,Female,High,Single,Bachelor's,High,Messíni,Food & Beverages,$388.01 ,2.0,Online,1.0,5.0,1.0,High,Very Sensitive,1.0,2.0,None,TABLET,PayPal,11/19/2024,False,True,Wants-based,Standard,10.0
79-939-2140,41.0,male,Middle,Widowed,High School,High,Yishui,Health Care,$50.78 ,,Online,5.0,1.0,1.0,Low,Somewhat Sensitive,1.0,8.0,None,Tablet,Debit Card,1/12/2024,False,True,Need-based,Standard,
95-999-0984,33.0,Male,High,Divorced,Bachelor's,Middle,Nanyaojie,Packages),$159.82 ,2.0,In-Store,2.0,1.0,1.0,High,VERY SENSITIVE,2.0,8.0,Medium,Tablet,Cash,12/9/2024,True,True,Planned,No Preference,10.0
64-799-3174,46.0,Male,Middle, Divorced ,MASTER'S,Middle,Buzen,Travel & Leisure (Flights,$79.43 ,3.0,In-Store,1.0,,0.0,Medium,SOMEWHAT SENSITIVE,2.0,7.0,none,Smartphone,Paypal,1/15/2024,False,False, Wants-based ,No Preference,6.0
27-018-2262,42.00,Female,Middle,Married,Bachelor's,Middle,Bom Jesus do Itabapoana,Travel & Leisure (Flights,$131.36 ,4.0,In-Store,4.0,,2.0,None,Somewhat Sensitive,1.0,6.0,High,SMARTPHONE,Debit Card,11/21/2024,False,False,Wants-based,Express,3.0
38-881-0766,27.0,MALE,Middle,Widowed,High School,Middle,Centenario,Beauty & Personal Care,$299.75 ,12.0,Mixed,2.0,5.0,0.3,Low,Very Sensitive,0.0,4.0,Low,Desktop,Credit Card,7/5/2024,False,True,Need-based,No Preference,7.0
17-344-8603,29.0,MALE,High,Divorced,Bachelor'S,Middle,Al Jīzah,Animal Feed,$319.38 ,9.0,In-Store,4.0,1.0,,Low,Not Sensitive,1.0,6.0, High ,Tablet,PayPal,11/15/2024,True,True,need-based,No Preference,8.0
 51-387-9144 ,,Male,High,Single,Master's,Middle,Thị Trấn Cẩm Thủy,Electronics,$476.48 ,8.0,ONLINE,5.0,2.0,1.0,NONE,Somewhat Sensitive,"2.0,00",10.0,High,Desktop,Paypal,7/6/2024,False,True,Impulsive,Express,3.0
42-101-8525,21.0,Male,Middle,Widowed,Bachelor's,Middle,Curahkalak Tengah,Gardening & Outdoors,$301.01 ,9.0,Mixed,2.0,1.0,2.0,High,Not Sensitive,2.0,8.0,Medium,Smartphone,Other,8/23/2024,False,True,Need-based,Express,13.0
69-157-6752,18.0, Male , Middle ,Single,Bachelor's,Middle,Ebu,Electronics,$378.71 ,5.0,Online,,1.0,2.0,Medium,Somewhat Sensitive,2.0,5.0,None,Desktop,Other,8/30/2024,True,True,Planned, Express ,
27-843-5553,,Non-binary,Middle,Single,Bachelor'S,Middle,Tío Pujio,Mobile Accessories,$314.32 ,6.0, Online ,1.0,4.0,2.0,high,Very Sensitive,2.0,,low,Smartphone,Credit Card,3/16/2024,True,False,Impulsive,Standard,7.0
04-468-5487,22.0,Male,Middle,Married,high school,High,Créteil,Office Supplies,$210.90 ,12.0,In-Store,2.0,1.0,2.0,None,Somewhat Sensitive,,,none,Tablet,Debit Card,8/17/2024,False,False, Impulsive ,Standard,12.0
08-584-8296,18.0,Female,Middle,Divorced,High School,High,Shaxi,Food & Beverages,$218.26 ,4.0,Mixed,3.0,1.0,2.0,Low,Very Sensitive,0.0,8.0,High,Smartphone,Debit Card,2/27/2024,False,False,Wants-based,Standard,
81-014-4502,24.0,Female,middle,Widowed,Master's,Middle,Kelīshād va Sūdarjān,Animal Feed,$424.18 ,5.0,Mixed,4.0,4.0,1.0,None,Not Sensitive,2.0,4.0,Medium,Smartphone,Debit Card,2/14/2024,False,True,Need-based,Express,
65-167-9819,28.0,MALE,High,Divorced,High School,Middle,Punta Gorda,Luxury Goods,$430.75 ,11.0,Online,1.0,null,1.0,Low,Somewhat Sensitive,0.0,,High, Tablet ,Credit Card,6/24/2024,True,False,Planned,No Preference,
19-925-2376,24.0,Male,High,Single,BACHELOR'S,Middle,Segodim,Mobile Accessories,$162.95 ,,In-Store,1.0,2.0,2.0,High,Very Sensitive,1.0,8.0, Low ,desktop,Cash,7/21/2024,False,True,Impulsive,Express,14.0
03-669-7519,40.0,Female,Middle,Married,Master's,High,Yinying,health supplements,$209.68 ,2.0,Online,,,N/A,None,Not Sensitive,0.0,1.0,Medium,Smartphone,Other,6/30/2024,False,True,Impulsive,Express,8.00
00-520-4376,50.0,Male,High,Widowed,Bachelor's,Middle,Harembo,Beauty & Personal Care,$97.97 ,2.0,In-Store,5.0,5.0,1.0,Low,Somewhat Sensitive,,10.0,None,Desktop,Credit Card,10/3/2024,True,False,Planned,No Preference,"1.0,00"
62-701-1037,49.0,Male, Middle ,Widowed,Master's,High,Lazarevac, Books ,$192.51 ,9.0,Mixed,2.0,5.0,2.0,Medium,Very Sensitive,,2.0,Medium,Smartphone,Credit Card,8/23/2024,True,False,Need-based,Standard,
87-806-4478,35.0,Male,Middle,Widowed,Master's,Middle,Al Jīzah,Electronics,$151.81 ,8.0,Online,3.0,4.0,0.00,Medium,Not Sensitive,,10.0,None, Tablet ,Debit Card,1/13/2024,False,False,Planned,No Preference,1.0
